time_on_page,pages_viewed,interest_ski,interest_climb,buy
205.9,1.6,1.0,0.0,0.0
207.1,2.9,0.0,1.0,1.0
189.9,2.6,0.0,0.0,0.0
255.8,4.0,0.0,1.0,1.0
154.9,1.0,1.0,0.0,0.0
108.7,2.1,1.0,0.0,0.0
164.7,2.1,0.0,0.0,0.0
234.3,1.5,1.0,1.0,0.0
165.8,0.6,0.0,1.0,0.0
204.8,1.8,1.0,0.0,0.0
208.8,2.0,1.0,1.0,0.0
133.2,1.7,0.0,1.0,0.0
208.3,2.5,0.0,0.0,0.0
183.4,2.2,0.0,1.0,0.0
138.1,2.3,1.0,1.0,0.0
189.1,2.7,0.0,1.0,0.0
202.2,3.5,1.0,0.0,0.0
112.1,1.8,0.0,1.0,0.0
167.8,2.8,0.0,0.0,0.0
238.5,0.3,1.0,1.0,0.0
81.2,2.9,0.0,0.0,0.0
181.2,1.7,0.0,0.0,0.0
162.5,1.6,0.0,1.0,0.0
277.1,1.6,1.0,0.0,0.0
196.9,1.5,0.0,1.0,0.0
250.7,2.2,0.0,0.0,0.0
92.0,2.7,0.0,0.0,1.0
187.4,2.5,1.0,1.0,0.0
226.6,3.7,1.0,0.0,0.0
268.9,2.9,1.0,0.0,0.0
121.0,3.7,0.0,0.0,0.0
236.5,1.6,1.0,1.0,1.0
198.6,1.9,1.0,1.0,0.0
56.5,1.7,1.0,0.0,0.0
218.3,3.1,1.0,1.0,0.0
256.7,1.4,0.0,1.0,0.0
141.7,2.7,0.0,0.0,0.0
193.7,3.2,0.0,0.0,0.0
81.1,0.5,1.0,0.0,0.0
239.1,2.9,0.0,1.0,0.0
201.2,2.7,1.0,0.0,0.0
147.3,2.3,0.0,0.0,0.0
260.8,2.3,1.0,1.0,0.0
200.4,2.0,0.0,0.0,0.0
208.7,1.8,0.0,1.0,0.0
223.7,2.2,0.0,0.0,0.0
299.1,2.4,0.0,1.0,0.0
222.1,1.1,0.0,0.0,0.0
122.4,3.7,0.0,0.0,0.0
132.8,3.0,1.0,1.0,0.0
205.9,1.9,1.0,1.0,0.0
60.7,2.2,0.0,1.0,0.0
192.8,2.6,0.0,0.0,0.0
112.6,2.0,0.0,0.0,0.0
150.3,1.4,0.0,0.0,0.0
349.2,2.0,1.0,1.0,0.0
216.3,2.7,0.0,1.0,0.0
194.5,2.5,0.0,1.0,0.0
126.7,1.6,0.0,1.0,0.0
246.2,3.4,0.0,1.0,0.0
102.0,1.2,1.0,0.0,0.0
55.5,1.1,0.0,1.0,0.0
137.0,1.9,0.0,1.0,0.0
199.0,2.7,0.0,0.0,0.0
250.3,2.7,1.0,0.0,0.0
223.0,2.1,0.0,1.0,0.0
284.3,1.0,0.0,1.0,0.0
403.7,1.8,0.0,1.0,1.0
262.8,2.5,1.0,0.0,0.0
88.2,1.8,0.0,0.0,0.0
206.4,0.7,0.0,1.0,0.0
227.0,1.8,1.0,0.0,0.0
227.6,1.0,0.0,1.0,0.0
216.6,2.9,1.0,0.0,0.0
164.0,1.6,1.0,0.0,1.0
176.4,1.9,0.0,1.0,0.0
273.4,2.1,0.0,0.0,0.0
295.5,2.9,0.0,1.0,1.0
173.2,3.1,0.0,1.0,0.0
243.7,2.0,1.0,1.0,0.0
209.3,2.4,0.0,0.0,1.0
235.7,2.4,0.0,0.0,0.0
200.6,1.3,1.0,1.0,0.0
55.6,0.5,0.0,0.0,0.0
186.3,1.5,0.0,1.0,0.0
103.0,1.4,0.0,1.0,0.0
270.6,2.0,0.0,1.0,0.0
125.6,2.2,1.0,0.0,0.0
268.8,1.7,1.0,0.0,0.0
127.8,2.3,0.0,0.0,0.0
142.0,1.9,0.0,0.0,0.0
136.1,1.4,1.0,1.0,0.0
310.7,2.1,1.0,0.0,0.0
217.2,2.7,0.0,0.0,0.0
114.9,2.0,1.0,1.0,0.0
203.0,1.0,0.0,0.0,0.0
180.6,2.1,1.0,0.0,0.0
161.5,1.7,0.0,1.0,0.0
349.1,1.5,0.0,0.0,0.0
256.4,2.3,0.0,1.0,0.0
231.9,0.8,0.0,0.0,0.0
242.6,2.6,1.0,1.0,0.0
99.8,1.4,1.0,1.0,0.0
208.0,2.3,0.0,0.0,0.0
159.3,2.3,1.0,0.0,1.0
182.1,1.3,0.0,0.0,0.0
217.1,1.1,0.0,1.0,0.0
341.9,3.3,1.0,1.0,1.0
223.5,1.5,0.0,0.0,0.0
217.4,1.9,1.0,0.0,0.0
311.6,1.8,0.0,0.0,0.0
177.2,1.2,1.0,1.0,0.0
138.5,1.5,0.0,0.0,0.0
60.5,1.0,0.0,1.0,0.0
235.0,2.2,0.0,0.0,0.0
218.0,2.2,1.0,0.0,0.0
98.2,1.7,0.0,1.0,0.0
211.3,1.6,0.0,0.0,0.0
162.4,2.2,0.0,1.0,0.0
252.9,2.3,1.0,0.0,0.0
279.8,2.3,1.0,0.0,0.0
220.5,2.8,1.0,1.0,0.0
90.0,2.5,0.0,0.0,0.0
219.1,1.5,1.0,0.0,0.0
167.9,2.6,0.0,1.0,0.0
149.4,1.2,0.0,0.0,0.0
272.9,2.6,1.0,1.0,1.0
260.5,2.2,1.0,1.0,0.0
298.4,2.9,1.0,1.0,1.0
141.2,2.5,0.0,0.0,0.0
236.1,2.0,0.0,0.0,0.0
215.5,1.0,1.0,0.0,0.0
270.7,3.1,0.0,1.0,0.0
123.8,2.5,0.0,0.0,0.0
128.0,1.7,0.0,1.0,0.0
146.8,2.2,1.0,0.0,0.0
210.6,1.5,0.0,0.0,0.0
92.8,0.8,0.0,1.0,0.0
174.7,4.4,1.0,1.0,1.0
203.3,2.2,0.0,1.0,0.0
206.6,2.1,0.0,1.0,0.0
93.6,2.8,0.0,0.0,0.0
190.8,2.4,1.0,0.0,0.0
222.9,1.6,0.0,0.0,0.0
204.7,1.4,1.0,1.0,0.0
213.8,2.1,0.0,0.0,0.0
105.8,1.3,1.0,1.0,0.0
173.6,1.5,0.0,1.0,0.0
251.1,1.6,0.0,0.0,0.0
218.4,1.8,0.0,0.0,0.0
197.8,1.6,0.0,1.0,0.0
146.2,2.0,0.0,0.0,0.0
193.0,1.3,0.0,0.0,0.0
212.7,1.9,0.0,0.0,0.0
97.2,2.3,1.0,1.0,0.0
130.9,1.4,1.0,0.0,0.0
119.4,3.5,1.0,0.0,0.0
344.7,1.8,0.0,0.0,0.0
80.0,2.7,0.0,0.0,0.0
198.5,3.3,0.0,0.0,0.0
271.1,1.1,1.0,0.0,0.0
255.1,0.8,0.0,1.0,1.0
178.1,2.7,1.0,1.0,0.0
158.1,2.8,1.0,1.0,0.0
238.3,1.6,1.0,1.0,0.0
179.1,3.1,1.0,0.0,0.0
198.5,2.8,0.0,0.0,0.0
146.7,2.3,0.0,0.0,0.0
336.4,1.9,0.0,0.0,0.0
132.2,1.6,1.0,1.0,0.0
239.6,2.3,0.0,0.0,0.0
177.4,2.2,0.0,0.0,0.0
157.8,1.8,0.0,0.0,0.0
119.1,2.8,0.0,1.0,0.0
166.3,1.0,0.0,0.0,0.0
189.2,0.0,1.0,0.0,0.0
217.1,1.4,1.0,1.0,1.0
244.8,1.7,0.0,1.0,0.0
276.6,0.9,0.0,0.0,0.0
167.1,1.8,0.0,0.0,1.0
130.1,0.7,1.0,0.0,0.0
146.5,2.5,0.0,0.0,0.0
140.7,1.4,1.0,1.0,0.0
235.4,2.7,0.0,0.0,0.0
170.5,1.7,0.0,0.0,0.0
77.1,2.0,0.0,1.0,0.0
195.9,2.6,0.0,1.0,0.0
183.4,3.3,0.0,1.0,0.0
167.3,3.0,1.0,0.0,1.0
141.3,1.4,1.0,1.0,0.0
149.2,2.7,1.0,1.0,0.0
214.4,2.8,0.0,0.0,0.0
201.1,1.9,0.0,0.0,0.0
291.3,1.9,0.0,1.0,0.0
163.1,3.2,0.0,0.0,0.0
154.8,2.4,0.0,1.0,0.0
232.2,0.7,0.0,1.0,0.0
259.8,2.1,1.0,0.0,0.0
227.4,3.0,0.0,0.0,0.0
265.0,1.6,0.0,0.0,0.0
176.5,1.8,0.0,0.0,0.0
181.1,2.1,1.0,1.0,0.0
209.7,1.9,0.0,1.0,0.0
271.8,2.1,0.0,1.0,0.0
279.6,3.7,0.0,0.0,1.0
115.5,0.8,0.0,0.0,0.0
101.6,1.8,1.0,0.0,0.0
142.7,2.8,0.0,1.0,0.0
250.6,0.7,0.0,1.0,0.0
180.5,2.3,0.0,0.0,0.0
101.2,1.4,1.0,1.0,1.0
130.5,1.7,0.0,1.0,0.0
137.4,2.6,1.0,0.0,0.0
233.4,1.7,1.0,0.0,0.0
204.6,2.4,0.0,0.0,0.0
62.5,1.2,0.0,0.0,0.0
152.1,0.6,0.0,0.0,0.0
210.5,0.8,0.0,1.0,0.0
234.2,1.9,0.0,0.0,0.0
157.8,1.5,1.0,0.0,0.0
200.7,2.9,0.0,0.0,0.0
253.9,3.1,0.0,0.0,0.0
185.0,0.5,0.0,1.0,0.0
190.7,1.9,0.0,1.0,0.0
193.5,1.2,1.0,1.0,0.0
214.2,2.1,0.0,1.0,0.0
153.6,1.6,0.0,1.0,0.0
242.0,2.9,0.0,1.0,0.0
258.8,3.4,1.0,1.0,0.0
152.9,1.9,1.0,1.0,0.0
307.8,2.8,1.0,1.0,1.0
202.1,2.8,1.0,0.0,0.0
187.5,2.0,0.0,0.0,0.0
282.0,1.6,1.0,0.0,0.0
69.3,2.0,1.0,1.0,0.0
99.9,1.9,0.0,0.0,1.0
68.5,2.8,1.0,1.0,0.0
211.0,1.7,1.0,0.0,0.0
195.6,1.7,0.0,0.0,0.0
46.1,0.8,0.0,0.0,0.0
199.8,2.0,0.0,1.0,0.0
209.3,2.6,0.0,1.0,0.0
68.9,2.2,1.0,0.0,0.0
256.8,2.3,1.0,0.0,0.0
125.2,2.0,0.0,0.0,0.0
201.1,3.8,0.0,1.0,0.0
267.0,2.4,0.0,0.0,0.0
246.2,2.0,0.0,0.0,0.0
169.5,2.3,0.0,0.0,0.0
173.8,1.1,0.0,1.0,0.0
193.7,1.2,1.0,0.0,0.0
211.6,1.4,1.0,0.0,0.0
201.6,0.6,0.0,1.0,0.0
160.8,1.9,0.0,0.0,0.0
151.6,1.8,1.0,0.0,0.0
114.7,2.4,0.0,1.0,0.0
118.4,1.8,0.0,1.0,0.0
199.6,1.9,0.0,0.0,0.0
258.6,2.0,0.0,0.0,0.0
281.2,2.8,0.0,1.0,0.0
196.0,3.1,0.0,1.0,1.0
231.9,2.1,0.0,1.0,0.0
244.6,3.0,0.0,1.0,0.0
148.3,2.8,0.0,0.0,0.0
140.5,2.2,1.0,1.0,0.0
277.1,1.3,0.0,0.0,0.0
140.5,2.3,0.0,0.0,0.0
345.2,2.3,0.0,0.0,0.0
148.4,1.1,0.0,1.0,0.0
94.8,3.4,0.0,0.0,0.0
202.9,2.2,1.0,0.0,0.0
118.0,1.9,1.0,0.0,0.0
284.2,2.8,0.0,0.0,0.0
214.5,1.4,0.0,1.0,0.0
329.9,2.2,0.0,0.0,0.0
146.2,0.7,0.0,1.0,0.0
258.6,1.6,0.0,0.0,0.0
303.9,2.4,1.0,0.0,0.0
133.9,0.3,0.0,0.0,0.0
174.8,3.0,1.0,1.0,0.0
125.7,1.9,0.0,1.0,0.0
315.2,3.2,0.0,0.0,0.0
188.9,1.8,0.0,0.0,0.0
292.6,1.5,1.0,1.0,1.0
218.2,2.2,0.0,0.0,0.0
257.7,3.6,0.0,1.0,0.0
242.6,0.3,0.0,1.0,0.0
263.6,3.2,1.0,0.0,0.0
301.6,3.0,1.0,0.0,0.0
192.5,2.2,0.0,1.0,0.0
196.5,2.0,1.0,0.0,0.0
166.6,1.9,1.0,1.0,0.0
111.4,1.9,0.0,0.0,0.0
259.9,2.0,0.0,1.0,0.0
110.7,1.7,0.0,1.0,0.0
109.2,1.6,1.0,0.0,0.0
129.2,2.3,0.0,0.0,0.0
145.0,2.3,1.0,1.0,0.0
106.8,2.4,0.0,0.0,1.0
284.1,1.8,1.0,0.0,0.0
166.3,2.7,1.0,0.0,0.0
286.0,1.7,1.0,1.0,0.0
181.0,2.3,1.0,0.0,0.0
204.3,2.3,0.0,0.0,0.0
90.7,2.9,0.0,1.0,0.0
272.2,1.9,0.0,0.0,0.0
269.3,1.1,0.0,1.0,0.0
95.5,1.6,1.0,0.0,1.0
157.6,1.5,1.0,1.0,0.0
148.8,2.4,0.0,1.0,0.0
131.1,1.7,0.0,0.0,0.0
80.4,0.9,1.0,1.0,0.0
175.9,2.0,0.0,0.0,0.0
293.5,0.6,0.0,0.0,0.0
121.4,2.9,0.0,0.0,1.0
63.2,3.3,1.0,0.0,0.0
159.5,1.8,1.0,0.0,0.0
202.9,2.0,0.0,0.0,0.0
156.9,2.1,1.0,0.0,0.0
189.9,2.7,0.0,1.0,0.0
179.0,2.3,1.0,1.0,0.0
204.6,2.1,0.0,0.0,0.0
109.6,2.7,0.0,1.0,0.0
209.4,2.2,1.0,0.0,0.0
256.6,0.4,1.0,0.0,0.0
230.5,2.3,1.0,1.0,1.0
108.9,2.4,0.0,1.0,0.0
242.2,1.0,0.0,1.0,0.0
107.9,1.5,1.0,1.0,0.0
192.8,1.7,0.0,0.0,0.0
162.2,1.9,0.0,1.0,0.0
183.3,0.6,1.0,0.0,0.0
188.3,2.6,0.0,1.0,1.0
220.0,1.8,1.0,0.0,1.0
151.8,3.8,0.0,0.0,0.0
194.5,2.3,0.0,0.0,0.0
229.2,2.5,0.0,1.0,1.0
223.7,1.4,0.0,1.0,0.0
247.7,1.7,0.0,0.0,0.0
193.1,2.1,0.0,0.0,0.0
55.5,1.6,0.0,0.0,0.0
243.3,2.4,1.0,1.0,0.0
216.9,2.4,1.0,0.0,0.0
178.2,1.7,1.0,1.0,0.0
112.2,2.6,0.0,1.0,0.0
181.5,2.7,0.0,0.0,0.0
107.3,1.7,0.0,1.0,0.0
199.9,2.4,0.0,0.0,0.0
26.4,2.8,1.0,1.0,0.0
165.3,4.7,1.0,1.0,1.0
221.5,0.6,1.0,0.0,0.0
163.6,2.9,0.0,1.0,0.0
194.9,2.6,0.0,0.0,0.0
194.8,1.7,1.0,0.0,0.0
128.1,2.2,1.0,0.0,0.0
166.4,1.8,0.0,1.0,0.0
270.8,1.2,1.0,1.0,0.0
133.2,2.0,1.0,0.0,0.0
156.4,2.6,0.0,0.0,0.0
288.1,3.2,0.0,0.0,0.0
153.7,0.5,0.0,1.0,0.0
85.7,3.1,1.0,0.0,0.0
69.5,2.9,0.0,0.0,0.0
324.4,3.4,0.0,1.0,1.0
229.5,1.4,0.0,1.0,0.0
192.0,1.9,0.0,0.0,0.0
202.5,1.6,0.0,0.0,0.0
290.7,2.3,0.0,0.0,0.0
159.7,2.1,1.0,1.0,0.0
204.4,1.3,0.0,1.0,0.0
307.7,1.6,0.0,0.0,0.0
283.6,2.4,0.0,0.0,0.0
277.7,1.9,0.0,0.0,0.0
177.9,1.6,0.0,1.0,0.0
114.9,1.5,0.0,0.0,0.0
170.9,2.0,0.0,0.0,0.0
207.1,0.5,0.0,1.0,0.0
61.7,1.1,0.0,1.0,0.0
304.4,2.5,0.0,0.0,0.0
217.8,1.1,1.0,1.0,1.0
40.7,1.4,1.0,0.0,0.0
226.2,2.7,0.0,0.0,0.0
198.4,2.2,0.0,0.0,0.0
73.1,1.5,0.0,0.0,0.0
215.8,1.7,1.0,0.0,0.0
179.5,0.8,0.0,0.0,0.0
168.5,2.7,0.0,0.0,0.0
120.7,2.2,1.0,1.0,0.0
282.2,1.8,0.0,0.0,0.0
228.7,2.1,0.0,1.0,0.0
234.3,3.4,1.0,0.0,0.0
232.8,1.8,0.0,1.0,0.0
87.9,1.6,1.0,1.0,0.0
278.2,2.0,1.0,1.0,0.0
135.7,2.1,0.0,1.0,0.0
167.9,2.2,1.0,0.0,0.0
134.3,2.7,1.0,0.0,0.0
333.3,2.5,1.0,0.0,0.0
171.1,2.2,0.0,1.0,0.0
152.8,2.1,1.0,1.0,0.0
156.2,2.7,1.0,0.0,0.0
149.0,0.8,0.0,0.0,0.0
126.8,2.3,0.0,1.0,0.0
133.5,0.8,1.0,0.0,0.0
157.1,2.0,0.0,0.0,0.0
150.9,3.7,1.0,0.0,0.0
56.5,2.2,0.0,0.0,0.0
260.6,2.3,1.0,0.0,0.0
282.6,2.4,1.0,1.0,0.0
136.9,2.3,1.0,1.0,0.0
169.2,2.1,0.0,0.0,0.0
136.0,3.0,0.0,0.0,0.0
174.2,1.7,1.0,1.0,1.0
126.3,1.8,0.0,1.0,0.0
108.4,2.3,0.0,1.0,0.0
145.8,1.1,0.0,1.0,0.0
145.8,3.4,0.0,1.0,0.0
178.7,0.0,1.0,0.0,1.0
210.3,1.0,0.0,1.0,0.0
153.2,2.7,1.0,0.0,0.0
187.4,2.2,0.0,0.0,0.0
176.7,1.8,1.0,1.0,0.0
110.6,0.8,1.0,1.0,0.0
147.3,1.9,1.0,0.0,0.0
184.4,0.9,1.0,0.0,0.0
195.6,1.9,0.0,1.0,0.0
176.5,2.7,1.0,1.0,1.0
163.6,3.8,0.0,1.0,0.0
178.8,0.5,1.0,1.0,0.0
179.0,1.9,0.0,0.0,0.0
230.6,2.1,0.0,0.0,0.0
169.8,1.0,1.0,0.0,0.0
217.9,2.4,0.0,1.0,0.0
186.6,0.5,0.0,0.0,0.0
189.9,3.4,0.0,0.0,0.0
154.9,1.7,0.0,0.0,0.0
174.0,0.9,1.0,1.0,0.0
18.4,1.5,0.0,1.0,0.0
183.7,1.4,1.0,0.0,0.0
154.6,0.8,1.0,1.0,0.0
239.0,0.6,1.0,0.0,0.0
258.8,3.5,1.0,0.0,0.0
129.0,2.4,1.0,1.0,0.0
189.2,2.5,0.0,0.0,0.0
66.6,2.9,0.0,1.0,0.0
155.9,3.0,0.0,1.0,0.0
165.5,1.8,0.0,0.0,0.0
91.9,0.6,1.0,0.0,0.0
141.7,1.4,0.0,1.0,0.0
248.0,0.7,1.0,0.0,0.0
108.1,1.4,1.0,1.0,0.0
176.3,2.8,0.0,0.0,0.0
165.4,2.6,0.0,0.0,0.0
176.2,1.2,1.0,0.0,0.0
89.2,2.6,0.0,1.0,0.0
174.6,2.1,0.0,1.0,0.0
173.5,1.7,0.0,1.0,0.0
153.8,1.2,0.0,0.0,0.0
-0.8,3.5,0.0,0.0,0.0
103.3,2.4,0.0,0.0,1.0
271.0,2.2,0.0,0.0,0.0
145.2,2.8,0.0,0.0,0.0
176.2,2.1,0.0,0.0,0.0
174.5,2.3,0.0,0.0,0.0
222.8,2.6,1.0,0.0,0.0
209.8,3.2,1.0,0.0,1.0
69.8,1.7,1.0,1.0,1.0
147.7,2.9,0.0,0.0,0.0
186.6,3.3,1.0,0.0,0.0
206.5,2.9,0.0,0.0,0.0
222.8,1.5,0.0,0.0,0.0
161.8,3.8,0.0,1.0,0.0
140.5,1.9,0.0,0.0,0.0
166.0,2.3,0.0,0.0,0.0
169.7,1.6,1.0,1.0,0.0
116.2,1.8,0.0,1.0,0.0
231.9,1.3,0.0,0.0,0.0
101.1,2.8,1.0,0.0,0.0
166.3,1.2,1.0,1.0,0.0
79.2,3.0,0.0,0.0,0.0
50.1,2.8,0.0,0.0,0.0
207.4,2.2,1.0,1.0,0.0
172.0,1.0,0.0,0.0,0.0
151.3,1.9,0.0,1.0,0.0
234.2,3.6,1.0,1.0,1.0
181.2,2.4,0.0,1.0,0.0
48.7,1.3,1.0,0.0,1.0
160.8,3.0,1.0,0.0,1.0
229.2,3.2,0.0,0.0,0.0
309.8,2.1,1.0,0.0,0.0
216.9,3.3,1.0,1.0,1.0
283.6,1.5,1.0,0.0,0.0
71.2,2.5,0.0,0.0,0.0
189.1,1.7,1.0,1.0,0.0
138.3,3.0,0.0,0.0,0.0
98.1,1.7,0.0,0.0,0.0
167.3,2.1,0.0,0.0,0.0
191.1,0.7,0.0,1.0,0.0
173.9,2.4,0.0,0.0,0.0
160.0,1.9,1.0,0.0,0.0
99.1,2.5,0.0,1.0,0.0
153.1,2.7,0.0,0.0,0.0
179.5,1.6,0.0,1.0,0.0
237.1,2.7,1.0,1.0,1.0
175.4,2.8,0.0,0.0,0.0
160.5,1.3,0.0,0.0,0.0
162.6,1.5,1.0,1.0,0.0
181.5,1.5,1.0,0.0,0.0
113.5,2.2,0.0,0.0,0.0
59.9,2.1,1.0,0.0,0.0
229.3,0.1,0.0,1.0,0.0
213.1,3.2,1.0,0.0,0.0
138.5,1.6,0.0,0.0,0.0
195.4,2.2,0.0,0.0,0.0
212.0,2.1,0.0,0.0,0.0
204.4,2.7,0.0,1.0,0.0
161.3,2.0,0.0,1.0,0.0
270.5,2.2,0.0,1.0,1.0
156.4,2.7,0.0,0.0,0.0
226.2,2.1,0.0,0.0,0.0
196.3,2.3,1.0,1.0,0.0
187.0,0.6,0.0,1.0,0.0
152.5,2.1,0.0,0.0,0.0
155.0,0.7,1.0,0.0,0.0
146.2,1.7,0.0,0.0,0.0
158.8,1.8,1.0,1.0,0.0
71.1,1.8,0.0,0.0,0.0
139.8,1.9,0.0,0.0,0.0
149.8,1.8,1.0,0.0,0.0
193.6,1.0,1.0,1.0,0.0
100.2,2.3,0.0,0.0,0.0
98.3,2.1,0.0,0.0,0.0
247.1,2.4,1.0,0.0,0.0
257.8,0.8,0.0,0.0,1.0
309.1,4.0,0.0,1.0,0.0
236.4,0.8,1.0,0.0,0.0
115.3,2.5,1.0,1.0,0.0
155.2,3.8,0.0,0.0,0.0
142.8,1.9,0.0,1.0,0.0
170.5,2.5,1.0,0.0,0.0
324.2,3.2,0.0,1.0,1.0
310.5,2.5,0.0,1.0,1.0
212.7,2.4,0.0,0.0,0.0
222.7,2.4,0.0,0.0,0.0
130.5,2.2,1.0,1.0,0.0
278.7,2.2,0.0,0.0,0.0
169.5,1.7,0.0,1.0,0.0
149.9,3.1,0.0,1.0,0.0
188.9,0.0,0.0,0.0,0.0
190.7,1.4,0.0,0.0,0.0
67.3,1.0,0.0,1.0,0.0
176.8,0.5,0.0,0.0,0.0
156.4,2.1,1.0,0.0,0.0
213.2,2.2,0.0,0.0,1.0
134.9,0.7,0.0,0.0,0.0
191.3,1.3,0.0,1.0,0.0
165.5,2.2,0.0,1.0,0.0
230.5,2.7,0.0,1.0,1.0
146.2,2.2,0.0,0.0,0.0
210.8,1.5,0.0,0.0,0.0
214.1,1.3,1.0,0.0,0.0
250.6,0.7,0.0,1.0,0.0
206.2,2.8,1.0,0.0,0.0
117.3,1.4,0.0,0.0,0.0
175.3,1.7,0.0,1.0,0.0
171.6,1.9,0.0,0.0,0.0
266.7,2.3,0.0,0.0,0.0
86.3,2.0,0.0,0.0,0.0
191.0,1.5,0.0,0.0,0.0
184.3,2.1,0.0,1.0,0.0
187.7,2.9,0.0,0.0,0.0
143.3,2.1,1.0,0.0,0.0
84.5,2.5,0.0,1.0,0.0
173.2,1.7,0.0,1.0,0.0
155.4,1.8,0.0,0.0,0.0
201.4,1.9,0.0,0.0,0.0
356.0,2.4,0.0,0.0,0.0
227.8,2.3,0.0,0.0,0.0
217.6,3.4,1.0,1.0,1.0
101.6,2.1,0.0,1.0,0.0
223.8,2.0,0.0,0.0,0.0
160.0,1.4,0.0,0.0,0.0
281.9,1.7,1.0,1.0,1.0
252.9,1.6,1.0,0.0,0.0
122.0,1.7,0.0,1.0,0.0
178.9,2.1,0.0,1.0,0.0
308.5,1.8,0.0,0.0,1.0
174.3,0.6,0.0,0.0,0.0
100.5,1.9,1.0,1.0,0.0
135.0,1.2,0.0,0.0,0.0
180.9,3.0,1.0,0.0,0.0
243.3,2.9,1.0,0.0,0.0
187.3,2.7,0.0,1.0,0.0
179.3,1.7,0.0,1.0,1.0
61.2,1.0,0.0,0.0,0.0
187.2,1.8,0.0,0.0,0.0
247.6,2.6,0.0,0.0,0.0
126.0,1.4,1.0,1.0,0.0
104.7,2.8,0.0,0.0,0.0
120.6,2.1,0.0,0.0,0.0
154.2,1.3,1.0,0.0,0.0
161.0,2.6,1.0,0.0,0.0
268.2,0.7,1.0,1.0,0.0
190.7,0.9,0.0,0.0,0.0
194.6,2.3,0.0,1.0,0.0
121.3,3.2,0.0,1.0,0.0
176.2,3.6,0.0,0.0,0.0
252.2,1.2,1.0,0.0,0.0
180.0,2.3,1.0,1.0,0.0
167.4,2.3,0.0,0.0,0.0
228.5,3.3,0.0,1.0,0.0
263.6,1.9,0.0,1.0,0.0
238.8,1.3,0.0,1.0,0.0
126.7,2.9,0.0,0.0,0.0
257.7,2.1,0.0,0.0,0.0
61.0,0.9,0.0,0.0,0.0
206.6,1.8,0.0,1.0,0.0
212.1,1.8,1.0,0.0,0.0
245.3,1.2,0.0,1.0,0.0
151.0,1.6,1.0,0.0,1.0
105.8,2.2,0.0,0.0,0.0
220.9,2.5,1.0,1.0,0.0
180.5,1.7,1.0,0.0,0.0
137.6,0.0,1.0,1.0,0.0
227.8,0.9,0.0,0.0,0.0
209.5,2.0,1.0,0.0,0.0
110.3,3.3,0.0,0.0,0.0
209.1,2.2,0.0,1.0,0.0
159.0,2.1,0.0,0.0,0.0
11.9,2.5,1.0,0.0,0.0
171.7,2.7,0.0,0.0,0.0
193.6,2.5,1.0,1.0,0.0
166.8,1.5,0.0,1.0,0.0
118.3,2.3,1.0,0.0,0.0
266.7,2.9,1.0,1.0,0.0
237.7,1.8,1.0,1.0,0.0
192.8,0.0,0.0,1.0,0.0
233.2,2.0,0.0,0.0,0.0
263.6,3.2,0.0,1.0,0.0
182.9,2.6,0.0,1.0,0.0
259.3,2.3,1.0,0.0,0.0
229.2,1.7,1.0,1.0,0.0
216.9,2.4,0.0,0.0,0.0
237.3,1.9,0.0,1.0,0.0
192.8,0.2,0.0,1.0,0.0
175.8,1.2,0.0,1.0,0.0
251.5,3.3,0.0,0.0,0.0
229.9,2.2,1.0,0.0,0.0
261.7,2.0,1.0,0.0,0.0
249.2,3.5,0.0,1.0,0.0
254.6,2.7,0.0,1.0,0.0
218.9,3.3,0.0,1.0,1.0
160.4,0.2,1.0,0.0,0.0
123.5,1.7,1.0,0.0,0.0
191.9,2.4,0.0,1.0,1.0
159.7,1.8,0.0,0.0,0.0
198.4,2.0,0.0,0.0,0.0
124.5,1.8,1.0,0.0,0.0
178.1,2.3,0.0,1.0,0.0
159.5,1.8,1.0,1.0,0.0
185.3,3.7,1.0,0.0,0.0
322.8,1.8,0.0,1.0,0.0
229.3,1.9,0.0,0.0,0.0
98.0,2.3,1.0,1.0,0.0
227.2,2.5,0.0,0.0,0.0
314.2,3.6,0.0,0.0,0.0
155.8,2.0,1.0,0.0,0.0
217.7,1.0,1.0,0.0,0.0
263.2,0.7,0.0,0.0,0.0
209.2,1.3,0.0,0.0,0.0
250.4,3.6,1.0,0.0,0.0
164.0,0.4,0.0,1.0,0.0
141.5,2.0,1.0,0.0,0.0
192.4,1.7,0.0,1.0,0.0
179.7,2.9,0.0,1.0,1.0
207.0,2.1,0.0,1.0,0.0
240.5,1.7,1.0,0.0,0.0
212.2,0.5,1.0,0.0,0.0
290.9,1.8,0.0,1.0,0.0
121.9,1.4,1.0,1.0,0.0
179.9,2.3,0.0,0.0,0.0
169.1,4.8,1.0,1.0,1.0
232.4,4.5,0.0,1.0,1.0
125.2,1.4,0.0,0.0,0.0
183.3,2.4,0.0,1.0,0.0
167.1,3.0,1.0,0.0,0.0
191.9,3.8,0.0,1.0,0.0
221.6,2.4,0.0,1.0,0.0
120.9,4.0,1.0,0.0,0.0
265.5,2.5,1.0,1.0,0.0
176.6,1.7,0.0,0.0,0.0
199.0,1.1,0.0,0.0,0.0
59.2,2.6,1.0,1.0,0.0
22.3,1.3,1.0,1.0,0.0
301.4,2.1,0.0,0.0,0.0
179.0,1.6,0.0,0.0,0.0
235.8,3.4,0.0,1.0,1.0
256.5,0.3,0.0,1.0,0.0
